id,svenska,ordklass,förklaring_sv,kort_förklaring_sv,suomeksi,område,källa_url
698,källkritik,substantiv,"källkritik är ett ord man använder när man vill beskriva ett forskningsobjekt, ett material eller en pedagogisk situation mer nyanserat. Det gör det möjligt att skilja mellan olika betydelser och nivåer i analysen. I akademiskt skrivande, forskningskommunikation och högre utbildning används termen för att analysera textens uppbyggnad, argumentation, källor, kvalitetssäkring och forskarsamhällets praktiker. Ordet är användbart för att förstå hur forskning görs begriplig, bedömningsbar och delbar för andra.",Begrepp för akademiskt språk och arbete.,lähdekritiikki,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
699,peer review,substantiv,"Med peer review avses här ett begrepp som hjälper till att namnge något som påverkar hur kunskap, erfarenhet eller betydelse skapas. I akademiskt skrivande, forskningskommunikation och högre utbildning används ordet för att uppmärksamma textens uppbyggnad, argumentation, källor, kvalitetssäkring och forskarsamhällets praktiker. Det ger forskaren ett språk för att ställa mer precisa frågor.",Begrepp för akademiskt språk och arbete.,vertaisarviointi,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
700,forskningsfinansiär,substantiv,"När man talar om forskningsfinansiär talar man om något som får betydelse först i ett större sammanhang. Termen används för att visa hur praktik, material, språk, erfarenhet och positioner hänger samman. Den passar särskilt väl i akademiskt skrivande, forskningskommunikation och högre utbildning, där man ofta behöver beskriva textens uppbyggnad, argumentation, källor, kvalitetssäkring och forskarsamhällets praktiker.",Begrepp för akademiskt språk och arbete.,tutkimusrahoittaja,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
701,utlysning,substantiv,"utlysning betecknar ett fenomen eller en dimension som blir viktig när man analyserar texter, bilder, material, undervisningssituationer eller forskningsprocesser. Begreppet hör hemma i akademiskt skrivande, forskningskommunikation och högre utbildning och används när en forskningsprocess formuleras, granskas, publiceras, presenteras eller administreras. Ordet är användbart för att förstå hur forskning görs begriplig, bedömningsbar och delbar för andra.",Begrepp för akademiskt språk och arbete.,haku / rahoitushaku,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
702,beredningsgrupp,substantiv,"beredningsgrupp är ett centralt substantiv inom akademiskt skrivande, forskningskommunikation och högre utbildning. Det fungerar som ett analytiskt ord för att ringa in ett fenomen, en relation eller en praktik som behöver beskrivas mer noggrant än i vardagsspråk. Det är särskilt användbart när en forskningsprocess formuleras, granskas, publiceras, presenteras eller administreras. Ordet är användbart för att förstå hur forskning görs begriplig, bedömningsbar och delbar för andra.",Begrepp för akademiskt språk och arbete.,arviointipaneeli,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
703,forskningsmiljö,substantiv,"Som forskningsbegrepp pekar forskningsmiljö på något som inte bara ska definieras, utan också undersökas i sina sammanhang. Ordet hjälper en att se vilka relationer, värden, handlingar eller villkor som påverkar situationen. I akademiskt skrivande, forskningskommunikation och högre utbildning riktas uppmärksamheten särskilt mot textens uppbyggnad, argumentation, källor, kvalitetssäkring och forskarsamhällets praktiker.",Begrepp för akademiskt språk och arbete.,tutkimusympäristö,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
704,kunskapsbidrag,substantiv,"kunskapsbidrag är ett ord man använder när man vill beskriva ett forskningsobjekt, ett material eller en pedagogisk situation mer nyanserat. Det gör det möjligt att skilja mellan olika betydelser och nivåer i analysen. I akademiskt skrivande, forskningskommunikation och högre utbildning används termen för att analysera textens uppbyggnad, argumentation, källor, kvalitetssäkring och forskarsamhällets praktiker. Ordet är användbart för att förstå hur forskning görs begriplig, bedömningsbar och delbar för andra.",Begrepp för akademiskt språk och arbete.,tiedollinen kontribuutio,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
705,publicera,verb,"Att publicera betyder här att utföra en medveten forsknings-, tolknings- eller undervisningshandling. Verbet beskriver en process snarare än ett färdigt resultat. Inom akademiskt skrivande, forskningskommunikation och högre utbildning används det för att visa hur kunskap, analys och material formas genom konkreta val.",Beskriver en akademisk handling.,julkaista,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
706,referera,verb,"Att referera är att ingripa i ett material eller en situation genom språk, metod, tolkning, samtal eller gestaltning. Verbet hjälper att beskriva forskarens, lärarens eller konstnärens arbete som aktivt, situerat och ansvarigt. Ordet är användbart för att förstå hur forskning görs begriplig, bedömningsbar och delbar för andra.",Beskriver en akademisk handling.,viitata,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
707,citera,verb,"Att citera betyder här att utföra en medveten forsknings-, tolknings- eller undervisningshandling. Verbet beskriver en process snarare än ett färdigt resultat. Inom akademiskt skrivande, forskningskommunikation och högre utbildning används det för att visa hur kunskap, analys och material formas genom konkreta val.",Beskriver en akademisk handling.,siteerata,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
708,parafrasera,verb,"När man säger att man ska parafrasera handlar det om att pröva, ordna, läsa, förändra, synliggöra eller kommunicera något på ett metodiskt sätt. Ordet är användbart när en forskningsprocess formuleras, granskas, publiceras, presenteras eller administreras. Det hjälper att beskriva hur arbetet faktiskt går till.",Beskriver en akademisk handling.,parafraasata,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
709,granska,verb,"När man säger att man ska granska handlar det om att pröva, ordna, läsa, förändra, synliggöra eller kommunicera något på ett metodiskt sätt. Ordet är användbart när en forskningsprocess formuleras, granskas, publiceras, presenteras eller administreras. Det hjälper att beskriva hur arbetet faktiskt går till.",Beskriver en akademisk handling.,arvioida / tarkastaa,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
710,peer review-granska,verb,"När man säger att man ska peer review-granska handlar det om att pröva, ordna, läsa, förändra, synliggöra eller kommunicera något på ett metodiskt sätt. Ordet är användbart när en forskningsprocess formuleras, granskas, publiceras, presenteras eller administreras. Det hjälper att beskriva hur arbetet faktiskt går till.",Beskriver en akademisk handling.,vertaisarvioida,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
711,finansiera,verb,"finansiera är ett verb som beskriver en akademisk, pedagogisk eller konstnärlig handling. Det betonar hur den som arbetar påverkar vad som kan bli synligt, begripligt eller möjligt att diskutera. Inom akademiskt skrivande, forskningskommunikation och högre utbildning kopplas verbet till textens uppbyggnad, argumentation, källor, kvalitetssäkring och forskarsamhällets praktiker.",Beskriver en akademisk handling.,rahoittaa,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
712,ansöka,verb,"Att ansöka är att ingripa i ett material eller en situation genom språk, metod, tolkning, samtal eller gestaltning. Verbet hjälper att beskriva forskarens, lärarens eller konstnärens arbete som aktivt, situerat och ansvarigt. Ordet är användbart för att förstå hur forskning görs begriplig, bedömningsbar och delbar för andra.",Beskriver en akademisk handling.,hakea,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
713,rapportera,verb,"rapportera är ett verb som beskriver en akademisk, pedagogisk eller konstnärlig handling. Det betonar hur den som arbetar påverkar vad som kan bli synligt, begripligt eller möjligt att diskutera. Inom akademiskt skrivande, forskningskommunikation och högre utbildning kopplas verbet till textens uppbyggnad, argumentation, källor, kvalitetssäkring och forskarsamhällets praktiker.",Beskriver en akademisk handling.,raportoida,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
714,presentera,verb,"Verbet presentera används när forskaren, läraren eller studenten aktivt gör något med ett material, en teori, en bild eller en situation. Det markerar att analys och kunskapande är processer som sker steg för steg. I akademiskt skrivande, forskningskommunikation och högre utbildning kopplas handlingen ofta till textens uppbyggnad, argumentation, källor, kvalitetssäkring och forskarsamhällets praktiker.",Beskriver en akademisk handling.,esitellä,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
715,disputera,verb,"disputera är ett verb som beskriver en akademisk, pedagogisk eller konstnärlig handling. Det betonar hur den som arbetar påverkar vad som kan bli synligt, begripligt eller möjligt att diskutera. Inom akademiskt skrivande, forskningskommunikation och högre utbildning kopplas verbet till textens uppbyggnad, argumentation, källor, kvalitetssäkring och forskarsamhällets praktiker.",Beskriver en akademisk handling.,väitellä,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
716,opponera,verb,"När man säger att man ska opponera handlar det om att pröva, ordna, läsa, förändra, synliggöra eller kommunicera något på ett metodiskt sätt. Ordet är användbart när en forskningsprocess formuleras, granskas, publiceras, presenteras eller administreras. Det hjälper att beskriva hur arbetet faktiskt går till.",Beskriver en akademisk handling.,opponoida,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
717,seminariebehandla,verb,"Verbet seminariebehandla används när forskaren, läraren eller studenten aktivt gör något med ett material, en teori, en bild eller en situation. Det markerar att analys och kunskapande är processer som sker steg för steg. I akademiskt skrivande, forskningskommunikation och högre utbildning kopplas handlingen ofta till textens uppbyggnad, argumentation, källor, kvalitetssäkring och forskarsamhällets praktiker.",Beskriver en akademisk handling.,käsitellä seminaarissa,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
718,revidera,verb,"revidera är ett verb som beskriver en akademisk, pedagogisk eller konstnärlig handling. Det betonar hur den som arbetar påverkar vad som kan bli synligt, begripligt eller möjligt att diskutera. Inom akademiskt skrivande, forskningskommunikation och högre utbildning kopplas verbet till textens uppbyggnad, argumentation, källor, kvalitetssäkring och forskarsamhällets praktiker.",Beskriver en akademisk handling.,revidoida,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
